Club Name,links,Volunteering,Networking,Visual Arts,Software Development,Sustainability,Leadership,Tutoring,Cultural Awareness,Socializing,Entrepreneurship,Fitness,Spirituality,Competitive Gaming,Engineering,Agriculture,Recreation,Activism,Historical Studies,Research,Performing Arts,Human Rights,Corporate Relations,International Relations,Inclusion,STEM Education,Creative Writing,Artistic Design,Financial Literacy,Digital Media,Career Development,Legal Studies,Campus Security,Community Outreach,Women's Empowerment,Mental Wellness,Animal Rights,Coding,Outdoor Adventures,Family Support,Culinary Arts,woman women,man men,lgbtq,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,Greek,Christian,Islam,Jewish Community and Judaism,Hindu,Buddhism,Muslim,Sikh,Description
Biotechnology Club,https://now.calpoly.edu/organization/biotech,0.4745336503134689,0.49167900868423975,0.40023094960713324,0.40038253010521996,0.43320675766755856,0.32689929314983335,0.6243478118639204,0.2723973445162101,0.4032858367376765,0.6639754225338987,0.6409369752863979,0.3660876294288746,0.3793475296906935,0.47493557206770837,0.41296185337661295,0.3919872005543429,0.37693276083397864,0.31623096986462107,0.49291405333910193,0.2676949201077822,0.33106045971427356,0.7257139110722046,0.33482278241616054,0.4201903100319826,0.7162496998856637,0.2700695605468588,0.28041457695754507,0.29070319507772513,0.168357595051247,0.5465868411893092,0.29725311070771177,0.3828794453610369,0.4630349906584489,0.24789952188470935,0.3143380702406703,0.5329471293503145,0.41003676990383475,0.26205321703934475,0.23834867593124742,0.6037107833606767,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.21802207944618107,0.3739305529116022,0.6017052402986774,0.3503588689222203,0.18109247015860347,0.24599331193641463,0.20166173073414093,"Biotechnology Club The Biotechnology Club provides opportunities for students to gain a better understanding of the field of biotechnology, learn more about career paths in biotech, and gain valuable connections through club events."
Black Academic Excellence Center (BAEC),https://now.calpoly.edu/organization/baeccommunity,0.6599323656973433,0.4313328272328223,0.6026823032519514,0.5174009049876185,0.5268984359986453,0.4397695758917302,0.48641156798608065,0.5966508815185427,0.604004589262098,0.7256018301840123,0.3593238361464179,0.6907914071593378,0.20998622926972565,0.43791452256957447,0.36319530298356567,0.4056081472139694,0.7940045614963482,0.7440750763991442,0.5576358433950037,0.5418322568454477,0.626200328876666,0.6102282437001133,0.5998034160336952,0.5537903713919455,0.7978935415476844,0.3586839202877684,0.38622997816162397,0.45386982071491666,0.3161962970786,0.6352958800646531,0.5585066698315554,0.5059095921882204,0.6304457749036535,0.4905409219009202,0.450997197091479,0.4585962283147038,0.43284204631892664,0.21813988603168755,0.501594047196909,0.8152197686582455,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.348183127413942,0.4923900704984738,0.6812927994580009,0.3618505940955108,0.3132018681692177,0.38458211338602444,0.3333072077550806,"Black Academic Excellence Center (BAEC) Uplifting the Black student experience, our program unites the Black diaspora by nurturing growth through our shared experiences, along with educational, and social engagements that produce joy and unity. Register for this quarter’s events in our profile"
Black Student Union,https://now.calpoly.edu/organization/calpolybsu,0.742123464222567,0.5302045695187918,0.5238933377496012,0.3299984483219141,0.3540986839935327,0.3948898711101763,0.6326311368344035,0.34748974227643203,0.7111077646297582,0.6528366747859429,0.6406483255151197,0.503683724353422,0.46973363302282206,0.3303763574238,0.2558391580732452,0.6284907807299717,0.779368060120401,0.5392778042204085,0.41681079170267893,0.46712131776069044,0.5685317756999491,0.6682041842003799,0.475762043666857,0.7232890468879223,0.6207119435983426,0.28905229989356007,0.3043830434889828,0.3021732095983629,0.29588905821461775,0.44472773809762894,0.47211257938067624,0.5265384451328493,0.7293279051247523,0.40182821047364053,0.44110242201406147,0.6036852516147438,0.4916693843737636,0.39074406365745085,0.5679299445004661,0.6091961555851471,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3389735022165575,0.5808797300287277,0.7376572050956244,0.4485015807357716,0.4140781285916929,0.4454404552764304,0.4295989005238842,Black Student Union A club for black students and their allies to engage in fun and educational social activities.
Blockchain at Cal Poly,https://now.calpoly.edu/organization/blockchain,0.09736180594302767,0.4445904012403452,0.3191531227850102,0.5726744356297402,0.37586453378593065,0.21864862508545468,0.42020741175468834,0.22535924836800553,0.27098094038187626,0.4494752008563435,0.059851109935616584,0.40900357434193835,0.21402341395973434,0.33704531124157244,0.3116899856674026,0.2060915247820602,0.268869360492071,0.39406755104053814,0.3463111398518791,0.12772266256379336,0.452110159344236,0.5936548332034243,0.39042560659102876,0.24416294966138402,0.5645917077156177,0.056473623114446245,0.22880765149146406,0.4496664730154327,0.4717660235895825,0.30510174989282085,0.46541518902380935,0.3928627639022023,0.10184799968768118,0.06470186271850659,0.21683571962149328,0.38696356288517497,0.4248492795799461,0.14555165017642796,0.2668401307493482,0.2706549002521812,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3415474365593264,0.4428979439651493,0.4194922724472729,0.4345295202135985,0.23365261685673333,0.4512062982469325,0.34699382641738535,"Blockchain at Cal Poly Blockchain at Cal Poly is an education, research, and development platform teaching student and faculty about the applications of blockchain technology and how to develop decentralized applications."
BMED Graduate Student Club,https://now.calpoly.edu/organization/bgsm,0.7098477131038412,0.3565469563295755,0.36943008375462316,0.6269443108789019,0.2463432596812962,0.31275965664985195,0.6056641217160065,0.2232299523575592,0.5677923228392961,0.4611105983296431,0.5726503084605342,0.5510958829786601,0.2529173353693025,0.5846549970901169,0.13862362691479882,0.41304448315820996,0.48833757859723814,0.2489038466578372,0.3999479995624583,0.1853475446355622,0.3647073749029882,0.5280882812680345,0.22019930360874185,0.5007407477145894,0.7748909167016587,0.3943777818833761,0.3327190675834425,0.24188310351650294,0.21618235966837607,0.6082987150002599,0.31941822077357107,0.47685217313720235,0.6427292841097539,0.22077817181391862,0.4067003757528136,0.3941289317133599,0.5121085688661835,0.31472396650732437,0.30308344648606667,0.4172689944588302,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33092096699783335,0.3228867569682399,0.628480860154635,0.3808358293901404,0.31790597545766486,0.2828701880875101,0.2714549251427171,"BMED Graduate Student Club The BMED Graduate Students Club at Cal Poly fosters community among masters level biomedical engineering students, providing a space for socializing and professional development."
Burmese Student Association,https://now.calpoly.edu/organization/bursa,0.5233900369029287,0.26479930910651983,0.5612004119796495,0.3309727712082249,0.32428280836166656,0.3085100078928306,0.5862289333148748,0.46198055169649005,0.5498156455466435,0.22689845838356187,0.35912421612733225,0.5266045079225763,0.29673090920838463,0.36359319463188877,0.2737362136261251,0.5711697258017794,0.4530415312198446,0.3723489683593314,0.265133802212007,0.4422127055420996,0.49548403755544546,0.3705728477244582,0.4221739656540715,0.4052606265599245,0.47802687277190614,0.2997296197286555,0.4194872945337387,0.32697865814831323,0.361628679202511,0.2565160497135449,0.36529993870502714,0.49933350772339596,0.4945508349304327,0.2478772389228469,0.31810719553902445,0.5705882424466684,0.38993458714254814,0.4195431033527476,0.38473436442710757,0.553923769945376,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25484988878402404,0.41919780853793576,0.4285559025571211,0.49901581052462873,0.4071392781687219,0.39671324829867893,0.4618889018113365,"Burmese Student Association Burmese Student Association at Cal Poly SLO is a cultural/social club for creating a sense of community among its members and representing Burmese culture on campus through the celebration of Burmese food, events, and major holidays."
"CAED Diversity, Equity, and Inclusion Club",https://now.calpoly.edu/organization/caed-dei,0.6398882818341732,0.28411514473220023,0.4334108116005888,0.3075409186000073,0.5246327457897766,0.4748984375239387,0.452506249206736,0.5215123378812672,0.6416064755321429,0.49698204869445284,0.39472927127627166,0.5188434665507194,0.4109020468766498,0.24923529254137486,0.20507034037888705,0.48920006679716815,0.7362224694070574,0.4749603340863293,0.45963203542668474,0.4279856833709952,0.5913078271273684,0.6601104588533091,0.4855932428058601,1.0000000000000002,0.6123581385969944,0.2741742187153592,0.2926847653236664,0.37495330257363524,0.36436186526158454,0.45195610127859676,0.4645550420945651,0.4180771223971358,0.7214698832075396,0.4874377923051692,0.3865190834039005,0.5779090267904095,0.39745284055834973,0.19841737039407586,0.5592134732721759,0.5256310461025578,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3216690611206223,0.3370580077180994,0.7390017176073403,0.3302012212114414,0.24866331076021497,0.32931115744997447,0.34624085820329353,"CAED Diversity, Equity, and Inclusion Club The CAED DEI Club seeks to improve and advocate for the academic, social, and professional circumstances of underrepresented and minority students within CAED as a way of increasing representation and active participation in college affairs."
Cal Poly 3D Printed Aircraft Club,https://now.calpoly.edu/organization/calpoly3daircraft,0.1732468398842532,0.27403305445710424,0.35371414621368336,0.23235900606003335,0.22694495297310596,0.17929155788885934,0.3618918675908622,0.1222561573695029,0.1154434034423496,0.288294374308385,0.38855078996785236,0.048108947777315475,0.2785510574861428,0.42905638677555513,0.031393669553850284,0.40330930069463694,0.19835833627154298,0.2268718723380985,0.3300467886630588,0.1873974077071951,0.28411599330923576,0.4502143005418249,0.19779982673775676,0.21556000186595292,0.43062430467502155,0.1912489338415524,0.4807459766554114,0.1576994629691196,0.3668818354636175,0.22834194489254558,0.24988783836620876,0.3221605409124948,0.07846717153549973,0.0682930703063332,0.15831726761669485,0.30251991583275484,0.44196603878177854,0.32456624817225505,0.17995371528244164,0.1731124865632089,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07467638798055432,0.08994557323176353,0.2734709984470625,0.19018765873032456,0.026448455613762384,0.07767894996343032,0.05505722378618404,Cal Poly 3D Printed Aircraft Club Our club is dedicated to researching and constructing the next generation of 3D printed RC aircraft for both competition and materials research.
Cal Poly Accounting Club,https://now.calpoly.edu/organization/cpac,0.36522757628486435,0.22031552904486357,0.4007766041402454,0.4625890939930646,0.4590241819983627,0.3677083573243318,0.5141269301070329,0.2486775549446445,0.2972140052982428,0.4506246190273936,0.2863761812595735,0.23591654987652455,0.21280412120725126,0.2172083246112155,0.0977664502706762,0.37393571414819815,0.11622611788148747,0.27635937335039407,0.27301751807643737,0.253452747328363,0.25009980326494746,0.7085799938505248,0.31107783966874725,0.3741762288095597,0.29182819338299376,0.2146872783128113,0.22494521362909123,0.525140040509478,0.30389574188544877,0.4464241036747339,0.3831447554397656,0.3962820173241495,0.3270840841544619,0.1794429530499535,0.26813378837848567,0.2436356914403329,0.47826440946758686,0.08236670288521261,0.3086136227235912,0.44201946807109826,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.10419941843727223,0.1359954060471737,0.36069384480908545,0.260705327833716,0.08139751635899863,0.1633039298084857,0.16360528494322474,Cal Poly Accounting Club CPAC helps students develop professionally and connect with job opportunities in the accounting profession. CPAC creates a community of students and professionals who give back and help students progress into their careers.
Cal Poly Alpine Club,https://now.calpoly.edu/organization/alpineclub,0.3441267319754794,0.20487163953697707,0.1202187787870285,0.1385475628487204,0.24149458138150962,0.27139539562817344,0.3221179259334734,0.2111184735775744,0.14502265175491952,0.31810553540426784,0.6169220200612143,0.29620417058372484,0.3690714178692882,0.1731089543187951,0.05464238110395746,0.4883916704661432,0.11697136430339458,0.2602256565092154,0.23545390005381509,0.17394297167115375,0.254090083684138,0.43261142362409355,0.07014839609647167,0.2322750441363554,0.3155003016900178,0.08759964758875938,0.13592194705101487,0.19002880091658844,0.014648856574963454,0.21652975341725855,0.21232393119531134,0.37156410788336125,0.3258033333433893,0.09477347964412627,0.3044975101200067,0.3663453524745177,0.294464585077,0.6729013836427924,0.2337311308672539,0.03850116167651716,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.08979554361883411,0.11216761936953187,0.34094693900595197,0.15430659582974066,0.08550549636227045,0.10918453250871547,0.27999226403426447,"Cal Poly Alpine Club Cal Poly Alpine Club is designed to facilitate safe travel through the backcountry by providing gear, partners, weather assessments, and educational resources."
Cal Poly Amateur Radio Club,https://now.calpoly.edu/organization/cparc,0.5468986693439463,0.5384209383209411,0.31557243270694235,0.2388344818142078,0.3253081102933315,0.31816822967487174,0.37949492260833184,0.327047419140471,0.3753828996607559,0.384794805415029,0.6204921025379573,0.49731818373465575,0.4721959788446384,0.34863283598164246,0.20038463002603246,0.6761632234486011,0.47575006931837505,0.32348117658722997,0.37873806005521926,0.3878654492188181,0.5199297642559646,0.5748867311471947,0.3283030375521122,0.49253442189381885,0.3087243246126896,0.130936332014162,0.17863358224289116,0.26064550942707454,0.7065785214686455,0.29482196111562003,0.3419116684221269,0.47491325236848597,0.5252375542198058,0.1382653375647921,0.3921608303056201,0.38044399080165414,0.47436646261398674,0.5934428902679216,0.31130191459985884,0.26518870700044317,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.24573884387131906,0.2927057817878487,0.43121394276412117,0.3353439774689181,0.31476708176199714,0.2872678977475147,0.36620806220048274,"Cal Poly Amateur Radio Club A club devoted to the application of amateur radio, the use of the radio frequency spectrum for noncommercial purposes including experimentation, public service, radio communication, and emergency communication."
Cal Poly American Medical Student Association,https://now.calpoly.edu/organization/amsa,0.3338367948961751,0.20411072802434096,0.4178114960113438,0.3461366078171805,0.2955730713716281,0.27146107130957914,0.46310172932101723,0.41019521866554276,0.1951623566017675,0.33061615868454963,0.4480517764203958,0.3979271958400702,0.11234536080475514,0.34282997322502684,0.19142280036643833,0.24962112722306035,0.2726573782014512,0.3855651217399973,0.3121685209255707,0.27157051846291,0.4123162474201802,0.4479929721264698,0.40626393045124476,0.41898414475797563,0.7354436189939655,0.17160249104951308,0.20081824832928535,0.3271749882544602,0.31398609293973917,0.4291163001437162,0.44389321152607636,0.4472825296409309,0.3157513520873324,0.19215844399548423,0.3954973506056588,0.3052236942280847,0.3505471524223567,0.14544214506976574,0.3803688986323714,0.40302402173775653,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18055417619174047,0.3162988526475151,0.3561493938637293,0.4300902709342407,0.2622435150622981,0.2717007165374463,0.30808887284117736,Cal Poly American Medical Student Association AMSA is a pre-medical club focused on preparing students for a career in healthcare. We act as a valuable source of information and provide opportunities and experiences in order to help students thrive in their preparation for medical school.
Cal Poly Andaaz Club,https://now.calpoly.edu/organization/calpolyandaaz,0.22200700878779164,0.2830198151526563,0.4514290013591802,0.23631562066695705,0.11614918550048209,0.30074258921461844,0.3497954918039206,0.28331213846499054,0.4038607289236136,0.3843927721411988,0.4196530498338844,0.2598779451958773,0.3984521194317658,0.15480642228946906,0.15374023591414165,0.5197052065967114,0.29898642027998723,0.19435493356135403,0.22950643509397234,0.6412204371679562,0.2815547053532127,0.6457015331724538,0.2619954803513271,0.3275216049421478,0.20086209052226311,0.1598906782371663,0.3326130586191927,0.17776641544268912,0.5874037831278073,0.1767650148101515,0.249396663211555,0.28617296750733456,0.23636260528034855,0.14934006696316687,0.20449962025814192,0.32399362853983077,0.4195250848827743,0.4088817435198677,0.3040307467012158,0.44277260084514536,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1705425677257129,0.3336357963784184,0.4145172266505716,0.3937121382074878,0.2126586194825461,0.24302299373589545,0.3192857257345326,Cal Poly Andaaz Club Cal Poly Andaaz is SLO's first competitive Co-ed Film Song Dance Team. Our music especially comes from Indian films mixed with various western pop music.
Cal Poly Animation Club,https://now.calpoly.edu/organization/animation,0.3987461486179396,0.27454012022563423,0.7612766328721521,0.4111507022264606,0.2726957444038132,0.2971743994517155,0.6070446696252721,0.28923877569419243,0.39873718416813364,0.49545293593226414,0.35031750454818295,0.3352493795830073,0.3741483838658146,0.2598942143361592,0.13734140692546193,0.7388906732166809,0.25606414687570833,0.13643891058815139,0.23345570800530557,0.8482544170487549,0.30707215182842157,0.6686095724312662,0.19022461323356663,0.4069320332066256,0.2873800959400643,0.32819629965790653,0.5733437261037759,0.18328785454729762,0.7815441088830953,0.27902808596974604,0.22342591691127608,0.39387639538166347,0.4125762441812306,0.1707218993576993,0.27145280621217077,0.42144679237671057,0.5965612601737778,0.5673198863449607,0.2600274442348099,0.5603072984855243,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2412888240880907,0.22892840747528154,0.4973085553379748,0.37213317781173993,0.2221903126554926,0.2137425989128066,0.24731205030107423,"Cal Poly Animation Club The Cal Poly Animation Club is creating animated short films while hosting guest speakers, workshops and tours."
Cal Poly Archaeology Club,https://now.calpoly.edu/organization/calpolyarchaeology,0.4579166116489694,0.3874988934402074,0.39343678781433533,0.19634441291588411,0.20171192908573393,0.2841147158142595,0.5221161008341314,0.3745996247256449,0.47185890345385284,0.27729512517483995,0.3595796334804027,0.37519969232930056,0.42813483601695435,0.22278718749428386,0.16189730553690418,0.522306835175941,0.26926297226871704,0.5761198241229161,0.37546570811841296,0.3444354713727872,0.1837268623357696,0.6256571618687574,0.2752496114801932,0.3528061164585388,0.4284391865644699,0.10648673818307632,0.28737440588328134,0.16834274599454782,0.39868953966914517,0.2589039283977459,0.23260697864629373,0.3941141280216339,0.4802441490120324,0.06646364184167047,0.15024518364379816,0.24519381837906706,0.3588539871660083,0.4186837636763582,0.20510043807810757,0.4076847911462421,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0858430121965394,0.20653256103060308,0.665096310017539,0.36745133827707416,0.26375996830928133,0.14710306146904628,0.3317498107403175,Cal Poly Archaeology Club The Cal Poly Archaeology Club aims to promote knowledge of the archaeological discipline and provide a network for members to connect with both professionals and their peers.
Cal Poly Archery Club,https://now.calpoly.edu/organization/archery,0.20199463615119062,0.24140514900506532,0.44624033946679154,0.3309044493349138,0.06602060340134668,0.1812164858972662,0.5352794375745357,0.12155328339295729,0.24717066980098146,0.31533202568545216,0.4261886734815588,0.048155834170803574,0.3107047344156076,0.14929974828562614,0.19341482746066097,0.41633494703310964,0.10357962519729964,0.06186170779164206,0.20121532087040442,0.39618158333013676,0.19022647538014376,0.38726030584156373,0.16369035921410494,0.18724712066395327,0.2809618839993029,0.09924952756080901,0.2596763619405731,0.21184170680578657,0.23234405386028203,0.2542922679744943,0.14830010339862612,0.3195837684966363,0.19606515758449702,0.09080045999496994,0.11003429439897836,0.33833691751099926,0.3623849641406377,0.34103347891408686,0.17389297569147333,0.3531169490692892,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.008447652463210956,0.24281264325188018,0.33539689298240954,0.3122447086101837,0.17109637202510275,0.1745646375254666,0.30179057138581133,Cal Poly Archery Club The Archery Club focuses on developing an individual's archery shooting skills. The club focuses on recreational archery for both beginners and experts.
Cal Poly Astronomical Society,https://now.calpoly.edu/organization/cpas,0.38556867785076593,0.18246379554996456,0.38374436425625746,0.23666076704356825,0.3119984701169789,0.22051702855468697,0.2831219867982668,0.2657978486385424,0.29013274085064333,0.26138715531731616,0.2166814822609051,0.4839942323902938,0.22244475716105241,0.2395895847241337,0.1820218528030017,0.4109976495519276,0.2928193780445154,0.22428553998393658,0.1920579375186343,0.3071937262817563,0.25194668402923703,0.5084390690933781,0.3344113402931786,0.39231222152276596,0.31534236440563923,0.11966032119499909,0.2659566835519776,0.2700340032699662,0.3257903623937831,0.2196438951498815,0.18915541771347658,0.26669060989172266,0.3062912547896821,0.13649040229970333,0.28070130627689194,0.25919568398921966,0.38468866361999066,0.4726200631973111,0.3078168698498041,0.34898158306124294,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2146420817927028,0.1778171366062917,0.45675941163799116,0.4052004345432475,0.29373607586969563,0.16988634143545273,0.3157721755884634,"Cal Poly Astronomical Society The Cal Poly Astro Society welcomes all who have a passion for space, no prior experience necessary. Throughout the year, we organize stargazing events, guest speakers, and quarterly camping trips. Hope to see you all on our next astronomical adventures!"
Cal Poly Audio Engineering Society,https://now.calpoly.edu/organization/aes,0.2499149429265672,0.4438295261067604,0.7333590008579629,0.49716716751825807,0.3635864031384398,0.2282450205697899,0.44798431705078057,0.3545417427296645,0.2220926079582496,0.26656548409177805,0.4134514200841498,0.44518483557820043,0.2672003262159189,0.7378666487074005,0.2130007497028571,0.31387679093263043,0.12529001130878595,0.3068680688854636,0.23638252481168595,0.46100521645091325,0.3700160787930426,0.5736894113435076,0.3189000222773537,0.2921399678290271,0.7041287789335615,0.0270619579269371,0.39967169131118974,0.2549338416353637,1.0,0.49686278548611856,0.32404515537135115,0.3286030603992697,0.3199578476615702,0.15641578352920313,0.2770531922719923,0.1996348455345126,0.5082029370963282,0.20325313924846172,0.21416257381857645,0.588489673476501,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14050847468274189,0.22648867485125018,0.4540821151405188,0.2858123596520544,0.16244753977630078,0.16278083804033272,0.2909444226657751,"Cal Poly Audio Engineering Society The Audio Engineering Society provides education in engineering audio gear including speakers, mixers, amplifiers, pedals, microphones, and more!"
Cal Poly Ballroom Dance Club,https://now.calpoly.edu/organization/website,0.0,0.1556530386399293,0.2586695637934251,0.13400122995823172,0.0,0.14706289986838472,0.4148958474610106,0.09314039804527727,0.22782540804356655,0.1582164012388485,0.2992759677678024,0.1499935532235903,0.13490668251904195,0.0,0.06798163621553055,0.4072577168282257,0.08631809837175097,0.04430743535397308,0.0,0.5171927814246646,0.05412929082113577,0.3898595274858627,0.15767290448232574,0.18161060018115793,0.12284852320094194,0.07573137736413793,0.2874826206104161,0.10811681112526092,0.23758558087987686,0.07624097409823567,0.1401495230740129,0.19035479441484487,0.10371775142291487,0.04999848278449601,0.1624390395233438,0.0860833805360898,0.43619030987125373,0.35337155621263827,0.1825901501539967,0.45967584243474957,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04332564328331534,0.1908457621228689,0.16224182120147826,0.28952080221559096,0.15176580365659223,0.1529704366053773,0.3302637084246033,"Cal Poly Ballroom Dance Club Ballroom dancing encompasses a wide variety of partner dances. The basic 6 dances in ballroom dancing are Waltz, Foxtrot, Tango, Cha Cha, Rumba, and East Coast Swing, although there are many more. No experience or partner required!"
Cal Poly Barbell Club,https://now.calpoly.edu/organization/barbell,0.4934281698551179,0.20781268938706735,0.3228085432406028,0.07244132610304867,0.24643404923896448,0.28219266893966477,0.2771048987476433,0.2776506031759478,0.3504029494111215,0.32995858537408934,1.0,0.43108932496311114,0.3961518167187046,0.2925206044237349,0.10624568428656331,0.607416636171195,0.3359208889077685,0.20618096377949643,0.24623578657482983,0.46022823379276917,0.3324508667004892,0.4210726534830821,0.20517011306791508,0.3118131580816945,0.40115943083898015,0.15781236950205085,0.20256645511390903,0.19103593565717114,0.18290047230533948,0.23732379922931818,0.17631281624300651,0.3240968574896631,0.3699528417332938,0.2946375368104592,0.5470527008748339,0.41425773684163036,0.27531364518299917,0.38019191712896194,0.3404840633588867,0.32211321883350197,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2540981161550161,0.2109920044087003,0.3864386146090385,0.3389776047024411,0.30270656408269037,0.23099625011814368,0.34381657368663454,"Cal Poly Barbell Club Previously the Cal Poly Powerlifting Club, we have expanded our focus to all strength-training athletes! We have created an uplifting fitness community that prioritizes mindful training while still having a team-focused bond."
Cal Poly Bowling Club,https://now.calpoly.edu/organization/bowling,0.28282304178979456,0.4772356813272812,0.3893138645939336,0.2714297075021003,0.18117749241959272,0.2169045590713109,0.43376420464923326,0.16882878991125883,0.317328359177261,0.33392303989835237,0.4141903705560736,0.3652451860153374,0.5227670543607779,0.23933854692516723,0.18432678567085842,0.49776841419980966,0.1904506892391145,0.25721198966976305,0.24017259290769702,0.4260894534773093,0.14047324574056946,0.4465979011290371,0.259998734024237,0.2962309151265816,0.2862549978667119,0.12824848316237736,0.27473134065400545,0.23496792157366614,0.4297193026207095,0.18316610951910559,0.18683752795016711,0.3831839354497288,0.2613157422274326,0.14598358225443436,0.2415776436206617,0.21467108867592702,0.33947695491789104,0.4030898935299252,0.2951207053002084,0.5499010594745433,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.20515391908938235,0.3424116782255595,0.47852251490514175,0.31981447464952667,0.2621761076175503,0.2764970744597308,0.4162319221524102,Cal Poly Bowling Club We are a competitive bowling team that travels within the west coast region to numerous collegiate bowling tournaments.
Cal Poly CalGeo Club,https://now.calpoly.edu/organization/calpolycalgeo,0.18858181469152407,0.20419033994018865,0.39407519641514854,0.41213662321551264,0.34081416389383645,0.2958021059706639,0.42096031681623747,0.2292537628213529,0.30684477416005906,0.32650962194646704,0.5086395751352372,0.21618619149622292,0.33119032219350786,0.5382543070000307,0.20579335639782265,0.3198581265049992,0.2579755782568166,0.22254863236891476,0.2881222650113826,0.22939804901441613,0.26073015767056434,0.49453596906623487,0.33203517260219884,0.2816518522695466,0.5249333165461166,0.08912181952658552,0.370219404146096,0.22647818524519592,0.24874839551580769,0.3127176178207352,0.20026831238834555,0.3822927009730247,0.22115694767338914,0.15723955001494755,0.1936548798465171,0.30779415490149564,0.39608049302307935,0.3975924972491692,0.17684293008311963,0.31794805193863,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07285018976176136,0.13119735836659235,0.3376748146876095,0.23601359610277373,0.18088849478929156,0.17008775332284082,0.19330447907540296,Cal Poly CalGeo Club The goal of Cal Poly CalGeo is to propagate and preserve the interest of Geotechnical Engineering among Cal Poly students & to provide our members with academic and professional connections to ensure their success.
Cal Poly CHAARG,https://now.calpoly.edu/organization/chaarg,0.32682364681087495,0.24446743568149173,0.497888901621792,0.40965752464177324,0.4919744389908175,0.36100648583958445,0.348772948478843,0.3465240756754949,0.4287902906005573,0.3878593008940687,0.8266670121142204,0.564749181044969,0.4266424966849341,0.39351120437934917,0.31445520938192095,0.7053357495109557,0.5322168722359213,0.35943724374891695,0.4023391855042256,0.46717018558917944,0.48090453682876,0.5018479232906609,0.4216311057884483,0.4496180827499889,0.45858111806991886,0.2748306387383435,0.3972013251105826,0.2943800827594014,0.4454788106920072,0.41879328844566865,0.28233083254383917,0.23672117291222305,0.34424812450820297,0.3387433281898362,0.5052188180636646,0.5408034204596702,0.4635561756334965,0.47718485941910427,0.4589295331699556,0.47364427334337,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3245068672083635,0.39228380176511046,0.3364010093925665,0.5660870871633479,0.44226082933517974,0.4569116850898821,0.4432406883557798,"Cal Poly CHAARG CHAARG is an acronym that stands for *Changing Health, Attitudes, + Actions to Recreate Girls*. We are a community seeking to make fitness fun + support others who want to live a healthy + happy life."
Cal Poly Chess Club,https://now.calpoly.edu/organization/cccp,0.38619691607917134,0.33330384204908586,0.492707737322592,0.3069664423621015,0.1989149961574284,0.3340712145312723,0.8310118573027792,0.3800029672469066,0.41265512455497566,0.4259053700318506,0.5792098921564602,0.24388550327922137,0.6164502113282372,0.28855436514065835,0.15627857477621945,0.5224209588417781,0.22568035936561243,0.3272819775934105,0.31321710324600993,0.3999652184416842,0.3826598115448672,0.5726124379528169,0.33781403667907095,0.3365118803656368,0.5010071304609683,0.10761734066834341,0.3701852883468091,0.31182138969667295,0.30412280675476244,0.3061414327438347,0.22687235431346187,0.4038530532021387,0.3791793240910487,0.16517042391882764,0.24939775981711676,0.3292933392180254,0.47792342912823493,0.35089282200564365,0.29520587161663064,0.5808084111868326,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16679693050971867,0.3522131222943192,0.6506953604438154,0.3767232721310836,0.26667997934483184,0.2851423076647156,0.42604874882877525,Cal Poly Chess Club This club is to promote and help people learn chess.
