Community Service,Professional Networking,Creative Arts,Technology Integration,Environmental Sustainability,Leadership Development,Academic Support,Cultural Diversity,Social Events,Innovation and Entrepreneurship,Health and Wellness,Religious and Spiritual,Competitive Teams,Engineering Focus,Agricultural Practices,Sports and Recreation,Political Activism,Historical Preservation,Science and Research,Music and Performance,Advocacy and Human Rights,Corporate Partnerships,International Focus,Equity and Inclusion,STEM Education,Literary and Writing,Artistic Expression,Financial Education,Media and Communications,Career Readiness,Legal Education,Safety and Security,Volunteer Opportunities,Women’s Interests,Mental Health,Animal Welfare,Technology and Coding,Outdoor Activities,Family and Parenting,Culinary Arts,Club Name
0.5724813409993748,0.4992146222777913,0.38087278646388234,0.4825395869426031,0.34530850871971397,0.38727281087401133,0.6617441623961687,0.3993571872863528,0.45987768625797154,0.4704201147111133,0.4072871939324063,0.7409931688483641,0.25778134029760336,0.3582962473447642,0.35077905777157325,0.39426931097979323,0.39047539113281815,0.539246136571597,0.6745381879004186,0.2582090351722727,0.6356260033586798,0.5337062167850278,0.6668813042648072,0.4133312934623178,0.5052410890953736,0.38536513975540015,0.32284915899624955,0.4264780652181615,0.35089234609014586,0.6711431095925077,0.3173557240742456,0.26123741161248126,0.6418208476024796,0.3675682618971229,0.47268047518338013,0.468624213481188,0.2590318105235653,0.33643613472675615,0.3794523911836806,0.5670512795474922,AACF (Asian American Christian Fellowship)
0.37821744167730265,0.35613319357289913,0.5023450368783311,0.41092364859237984,0.2224848225248487,0.2815455335998412,0.3122699131509832,0.2220959869490671,0.5520389854444837,0.5858594940259276,0.14990679884867258,0.19649148068667047,0.28907924633169224,0.30254764498363107,0.21251273148966782,0.32869153829734843,0.41011678124548606,0.10887865793072968,0.5053031818948097,0.2693330608217387,0.4784837481478491,0.565359300613403,0.35279497878719734,0.33628704678058396,0.3606289929838672,0.39679224694895715,0.7241623465100697,0.41238344948185846,0.6033216446422234,0.32087870958494286,0.21361342190356322,0.15688955170344518,0.5831162890811613,0.4130524327634066,0.13007728962691284,0.4534638623952775,0.43245800535430684,0.4001041803968849,0.22845358686804748,0.41198705267827007,Advertising Club
0.42276424352088066,0.4524681900532439,0.3515841188337151,0.5439175961086757,0.48293240683830985,0.37694216278836523,0.4530832421363271,0.3539098461946127,0.48785774630285517,0.7734525234957512,0.3824439056963481,0.37846854319565804,0.3954236029914788,0.43821708634367373,0.6409266572655721,0.37026060809806105,0.4119797403130868,0.300453253841218,0.5833459699613849,0.3303972988058611,0.5137565918362651,0.7147886423098333,0.5235979432745805,0.6889740960010999,0.4621641105481448,0.28918485281155315,0.3139436267919596,0.4796211319147835,0.3361642972884092,0.6346292564918319,0.3223386939450019,0.2607389461457267,0.6133079431402033,0.3696576349699983,0.41811262270540367,0.6071750960849119,0.2666082759935583,0.48402897843275755,0.33162089418486734,0.5904536133153818,Agribusiness Management/National Agri-Marketing Association Club
0.5528313681779456,0.511279024355831,0.35846080588692364,0.5581300156289475,0.5122903757889531,0.4359626664104606,0.6692616751344292,0.3861628320372141,0.6254925968728012,0.8486340803668375,0.42355840600276834,0.377892519077654,0.43092334851112085,0.4580352689068301,0.8478787006480921,0.4815205884262884,0.5368631114130435,0.38210191249937675,0.7580102167053849,0.2952392308340981,0.5185312840407936,0.7102984853474745,0.5168127557764381,0.6282747884307001,0.6886517565354517,0.39844058237380153,0.4065183891813568,0.5312666479659293,0.3941539683665762,0.6023536288188216,0.39331668640082795,0.26112550851987615,0.7137888990818759,0.3941297907746861,0.3127298442363405,0.7618349356796279,0.34612133668323936,0.5829487207356974,0.4539667837637154,0.7418486718828593,Agricultural Communicators of Tomorrow
0.16166686402052907,0.3003336902076625,0.22903853454157394,0.5494524865422546,0.2722706654361251,0.493391196524706,0.5976300701811453,0.12512158535332352,0.3187623515855603,0.30145669308854117,0.14275559062502735,0.19388301149094977,0.21344313216887525,0.6826602404448094,0.20903861260019135,0.07607590128644617,0.15659997838951684,0.31796075894450687,0.3966261360468159,0.1433644661458583,0.4996604831140724,0.34043364099538853,0.6505603981951067,0.5759248289945683,0.6154062674834506,0.20144344522468102,0.2519469001612806,0.5245985929775399,0.2580150821513419,0.6743219088921022,0.3557940759102382,0.4886287795352475,0.3834345391653863,0.40695567750397305,0.19654317019666526,0.44895303703142886,0.44394063805496325,0.1688137279334037,0.256434231928585,0.3613384831647729,Agricultural Engineering Society
0.41709702028535284,0.34876820420839366,0.3111404709829652,0.4579645872632959,0.49848014176788746,0.7083318108991705,0.5748112105610446,0.4038033069590809,0.640366624908476,0.6495947407870943,0.4135771165471632,0.39625054521531156,0.3261577232603802,0.27944435111568194,0.8280781973100004,0.380101856700096,0.4818975245558284,0.31841123313692615,0.6152887270907008,0.2644295993404746,0.4617018000711711,0.4091009421192495,0.2826047760172773,0.41096947233010034,0.5866742571918977,0.34006939637681793,0.3337574163019906,0.24269071995950578,0.35400482027588864,0.4252024042039144,0.22609188944802347,0.2113609706749674,0.5826380003142978,0.3561805651957783,0.2003620445704311,0.642443029586554,0.1980436477599812,0.5240174546818961,0.45574157931980286,0.6163735795071457,Agricultural Leadership Society
0.2211339802883171,0.32322728037158766,0.298592621044685,0.5047227165373442,0.45764684361317054,0.3614630273862418,0.4583592597772559,0.24260457878139413,0.27647071765913755,0.31497082553328926,0.3220808045544881,0.23554130827949243,0.23294624029641137,0.5713445604907935,0.26418377911900737,0.22669606445199042,0.24806732878629206,0.37113212178848276,0.6754399392302844,0.15592551994522308,0.45425893073036816,0.3552227830553795,0.43051610190520867,0.3855744300409694,0.5153536303865393,0.39135359687387294,0.3198915499408511,0.3906349606281226,0.2716180862705152,0.45187500814834647,0.29875452351039095,0.4252345212249803,0.3161648670201677,0.3850176634480963,0.30600056676287535,0.40247814329168863,0.39495520506834214,0.3708885275223617,0.3074729565816757,0.4767669352147509,"American Society of Heating, Refrigerating and Air-Conditioning Engineers"
0.29517725675584666,0.31019133865976195,0.25759203612757786,0.4412035024361127,0.27019834155738376,0.3995056156081154,0.48779162875764737,0.2174349583664695,0.3331441217689931,0.31189995659952785,0.26737161825600386,0.30674134131384667,0.3403509833946634,0.31662719347793894,0.12259506663322725,0.1860569766429764,0.3646917148905821,0.14383430815489595,0.6649897101231325,0.24677990604774808,0.2950085900842295,0.17259690790246923,0.24650343235542171,0.3145204800137427,0.4972921536781511,0.27828394590649297,0.2822965928590498,0.2897028960075894,0.06929049880121689,0.5331528564112811,0.17432434624000204,0.24566097680197707,0.3424484476284657,0.3190996796789993,0.5448542473435343,0.3144079367824344,0.1889152404512899,0.2533504569222395,0.09711402168528578,0.5337978570092046,"Alpha Chi Sigma, Gamma Zeta Chapter"
0.24382627553360334,0.209663003690444,0.17333877393242086,0.3622024982078355,0.14079982501543017,0.30476845345054737,0.540424086503161,0.38591753143448304,0.33408291159937586,0.41873133766417275,0.15999735350793756,0.3540261782044556,0.29349191083032267,0.2977127832373478,0.061558989111241816,0.25526151947685116,0.25963938987342916,0.2332805967033015,0.41558282872373664,0.16908402047136045,0.3426648895993143,0.26540982339025837,0.5818653137200734,0.35780375132939196,0.46645590007957594,0.1521196177304922,0.035306029466054906,0.31934910428565055,0.19556308657084254,0.25979562203323314,0.2312729306058011,0.19391463991755253,0.16422035660195483,0.30145466400855725,0.1696994710049783,0.2755387125430604,0.06572076402621296,0.2940742978448645,0.20147577968102065,0.43332503774968345,alpha Kappa Delta Phi
0.2056437150812274,0.4500554012567283,0.20179552590067712,0.4143750519634662,0.213277933144621,0.3618142683316592,0.49874561980152243,0.14531922391944888,0.3243419900442842,0.5635263786688538,0.19625040987940554,0.33262716013980975,0.36915839010730134,0.3397835306017208,0.15041367543541823,0.3046867400762432,0.19591269167313663,0.20243457529182243,0.421629999790331,0.1019706730720649,0.3057426576341506,0.4149999144168762,0.46667939675424536,0.2599890071175122,0.6628824899907163,0.23478676142282123,0.114448531114918,0.42777372230893146,0.30031378044592116,0.5073520622381595,0.3683712377989029,0.20496756697595062,0.27335485400618464,0.25132318897095796,0.4571876073817299,0.2116716902756416,0.14850232800081736,0.29377059592195454,0.1264295171342259,0.5207367536238873,Alpha Kappa Psi Professional Business Fraternity
